DATE,VXVCLS,VXNCLS,VXDCLS
2005-06-14,.,15.75,10.92
2005-06-15,.,15.45,11.00
2005-06-16,.,14.97,10.73
2005-06-17,.,14.63,10.68
2005-06-20,.,14.70,10.77
2005-06-21,.,13.43,10.44
2005-06-22,.,14.04,10.53
2005-06-23,.,15.07,11.57
2005-06-24,.,15.30,11.96
2005-06-27,.,15.73,12.10
2005-06-28,.,14.84,11.26
2005-06-29,.,14.46,11.51
2005-06-30,.,14.46,11.70
2005-07-01,.,14.27,11.29
2005-07-04,.,.,.
2005-07-05,.,14.50,11.50
2005-07-06,.,14.77,12.11
2005-07-07,.,15.14,12.18
2005-07-08,.,13.80,11.46
2005-07-11,.,13.57,11.50
2005-07-12,.,14.77,11.66
2005-07-13,.,14.88,10.65
2005-07-14,.,14.21,10.55
2005-07-15,.,13.34,9.94
2005-07-18,.,13.81,10.65
2005-07-19,.,13.06,9.71
2005-07-20,.,12.89,9.69
2005-07-21,.,13.47,10.44
2005-07-22,.,12.95,10.00
2005-07-25,.,13.58,10.69
2005-07-26,.,13.56,10.38
2005-07-27,.,12.76,10.16
2005-07-28,.,12.61,10.20
2005-07-29,.,13.87,10.82
2005-08-01,.,14.38,11.69
2005-08-02,.,13.95,11.07
2005-08-03,.,13.72,11.12
2005-08-04,.,14.94,11.69
2005-08-05,.,15.40,11.95
2005-08-08,.,15.95,12.31
2005-08-09,.,15.25,11.72
2005-08-10,.,15.67,11.83
2005-08-11,.,15.73,11.65
2005-08-12,.,15.63,12.18
2005-08-15,.,15.07,11.84
2005-08-16,.,16.20,12.88
2005-08-17,.,15.57,12.55
2005-08-18,.,15.29,12.76
2005-08-19,.,16.16,12.94
2005-08-22,.,15.94,12.67
2005-08-23,.,15.57,12.56
2005-08-24,.,15.43,13.20
2005-08-25,.,15.35,12.59
2005-08-26,.,15.37,12.71
2005-08-29,.,15.30,12.67
2005-08-30,.,15.36,12.86
2005-08-31,.,14.71,12.29
2005-09-01,.,15.07,12.85
2005-09-02,.,15.67,13.15
2005-09-05,.,.,.
2005-09-06,.,14.89,12.39
2005-09-07,.,14.90,11.95
2005-09-08,.,14.70,12.17
2005-09-09,.,14.27,11.47
2005-09-12,.,15.16,11.06
2005-09-13,.,14.97,12.09
2005-09-14,.,15.57,12.18
2005-09-15,.,15.76,11.96
2005-09-16,.,14.58,10.84
2005-09-19,.,14.69,11.57
2005-09-20,.,15.17,12.30
2005-09-21,.,15.85,13.17
2005-09-22,.,15.30,12.98
2005-09-23,.,15.16,12.55
2005-09-26,.,14.82,12.55
2005-09-27,.,14.39,12.33
2005-09-28,.,14.35,12.11
2005-09-29,.,14.37,11.64
2005-09-30,.,13.31,11.49
2005-10-03,.,13.97,11.68
2005-10-04,.,14.91,12.61
2005-10-05,.,15.86,14.07
2005-10-06,.,16.79,14.38
2005-10-07,.,16.62,14.42
2005-10-10,.,17.28,14.87
2005-10-11,.,17.15,14.95
2005-10-12,.,17.76,15.57
2005-10-13,.,17.19,15.75
2005-10-14,.,16.23,14.49
2005-10-17,.,16.22,14.28
2005-10-18,.,16.48,14.70
2005-10-19,.,15.57,13.58
2005-10-20,.,16.35,15.09
2005-10-21,.,15.82,15.08
2005-10-24,.,15.23,14.08
2005-10-25,.,15.28,14.09
2005-10-26,.,15.87,13.98
2005-10-27,.,17.70,15.11
2005-10-28,.,17.52,13.56
2005-10-31,.,17.99,14.10
2005-11-01,.,17.39,13.81
2005-11-02,.,15.82,12.73
2005-11-03,.,15.65,12.05
2005-11-04,.,15.18,12.02
2005-11-07,.,15.67,12.16
2005-11-08,.,15.56,12.12
2005-11-09,.,15.87,11.80
2005-11-10,.,14.61,11.13
2005-11-11,.,14.21,11.21
2005-11-14,.,14.68,11.28
2005-11-15,.,14.79,11.44
2005-11-16,.,13.96,11.36
2005-11-17,.,13.28,10.68
2005-11-18,.,14.36,10.02
2005-11-21,.,14.11,10.22
2005-11-22,.,14.01,10.09
2005-11-23,.,14.16,10.08
2005-11-24,.,.,.
2005-11-25,.,13.89,10.32
2005-11-28,.,14.78,11.05
2005-11-29,.,15.40,11.01
2005-11-30,.,15.31,11.10
2005-12-01,.,14.42,10.46
2005-12-02,.,13.92,10.39
2005-12-05,.,14.60,10.80
2005-12-06,.,14.36,10.79
2005-12-07,.,14.98,11.15
2005-12-08,.,15.44,11.32
2005-12-09,.,15.14,10.98
2005-12-12,.,14.83,10.88
2005-12-13,.,14.22,10.16
2005-12-14,.,13.79,10.04
2005-12-15,.,13.99,10.28
2005-12-16,.,13.19,9.31
2005-12-19,.,14.23,10.22
2005-12-20,.,14.14,10.07
2005-12-21,.,13.97,10.13
2005-12-22,.,13.67,9.49
2005-12-23,.,13.60,9.47
2005-12-26,.,.,.
2005-12-27,.,14.65,10.98
2005-12-28,.,14.48,10.67
2005-12-29,.,14.62,10.74
2005-12-30,.,14.26,11.03
2006-01-02,.,.,.
2006-01-03,.,14.69,10.57
2006-01-04,.,14.85,10.87
2006-01-05,.,15.01,10.66
2006-01-06,.,14.95,10.42
2006-01-09,.,15.66,10.54
2006-01-10,.,15.77,10.40
2006-01-11,.,15.23,10.31
2006-01-12,.,15.93,10.68
2006-01-13,.,15.92,10.67
2006-01-16,.,.,.
2006-01-17,.,16.74,11.16
2006-01-18,.,17.11,11.48
2006-01-19,.,16.51,11.07
2006-01-20,.,19.45,13.38
2006-01-23,.,19.43,12.95
2006-01-24,.,18.37,12.15
2006-01-25,.,17.93,11.83
2006-01-26,.,17.55,11.30
2006-01-27,.,17.31,10.94
2006-01-30,.,17.89,11.45
2006-01-31,.,18.58,12.10
2006-02-01,.,17.12,11.58
2006-02-02,.,17.79,12.51
2006-02-03,.,17.53,12.42
2006-02-06,.,17.62,12.37
2006-02-07,.,17.66,12.87
2006-02-08,.,17.06,12.18
2006-02-09,.,17.14,12.10
2006-02-10,.,16.88,11.89
2006-02-13,.,17.39,12.23
2006-02-14,.,16.91,11.65
2006-02-15,.,16.05,11.75
2006-02-16,.,14.93,10.95
2006-02-17,.,15.11,11.06
2006-02-20,.,.,.
2006-02-21,.,15.25,11.64
2006-02-22,.,15.34,11.06
2006-02-23,.,15.59,11.17
2006-02-24,.,15.16,10.70
2006-02-27,.,14.97,11.03
2006-02-28,.,15.99,11.60
2006-03-01,.,15.49,10.90
2006-03-02,.,15.99,10.90
2006-03-03,.,16.27,11.34
2006-03-06,.,17.52,12.16
2006-03-07,.,17.70,12.09
2006-03-08,.,17.47,11.78
2006-03-09,.,17.79,12.04
2006-03-10,.,17.62,11.19
2006-03-13,.,17.25,11.28
2006-03-14,.,15.72,10.84
2006-03-15,.,15.44,10.77
2006-03-16,.,15.62,11.09
2006-03-17,.,15.36,10.87
2006-03-20,.,15.93,11.06
2006-03-21,.,16.04,10.92
2006-03-22,.,16.10,10.92
2006-03-23,.,16.03,10.62
2006-03-24,.,15.91,10.54
2006-03-27,.,16.11,10.50
2006-03-28,.,16.30,10.87
2006-03-29,.,15.81,11.15
2006-03-30,.,16.14,10.43
2006-03-31,.,16.31,10.96
2006-04-03,.,16.52,10.97
2006-04-04,.,16.26,11.01
2006-04-05,.,15.92,10.72
2006-04-06,.,15.63,10.53
2006-04-07,.,15.88,10.85
2006-04-10,.,16.40,11.54
2006-04-11,.,17.04,11.61
2006-04-12,.,17.04,12.14
2006-04-13,.,16.34,11.89
2006-04-14,.,.,.
2006-04-17,.,17.31,11.35
2006-04-18,.,16.34,11.83
2006-04-19,.,15.21,10.68
2006-04-20,.,15.52,10.57
2006-04-21,.,15.92,10.63
2006-04-24,.,15.61,10.69
2006-04-25,.,15.59,10.76
2006-04-26,.,15.55,10.93
2006-04-27,.,15.21,10.66
2006-04-28,.,15.51,10.72
2006-05-01,.,16.33,10.53
2006-05-02,.,15.79,11.55
2006-05-03,.,15.58,11.20
2006-05-04,.,14.94,11.18
2006-05-05,.,14.43,11.03
2006-05-08,.,14.77,10.55
2006-05-09,.,14.64,10.90
2006-05-10,.,14.85,10.86
2006-05-11,.,15.72,11.11
2006-05-12,.,17.10,11.73
2006-05-15,.,18.04,13.10
2006-05-16,.,17.33,13.06
2006-05-17,.,19.56,12.61
2006-05-18,.,20.31,15.42
2006-05-19,.,20.95,16.19
2006-05-22,.,22.54,16.39
2006-05-23,.,22.18,17.59
2006-05-24,.,21.91,17.44
2006-05-25,.,19.69,16.43
2006-05-26,.,18.58,14.28
2006-05-29,.,.,.
2006-05-30,.,22.10,13.29
2006-05-31,.,21.46,17.76
2006-06-01,.,18.86,15.62
2006-06-02,.,18.38,13.81
2006-06-05,.,20.90,13.53
2006-06-06,.,22.18,15.87
2006-06-07,.,23.54,16.42
2006-06-08,.,24.61,16.90
2006-06-09,.,23.22,17.32
2006-06-12,.,25.64,17.20
2006-06-13,.,25.73,19.75
2006-06-14,.,24.34,22.00
2006-06-15,.,19.47,19.92
2006-06-16,.,21.69,14.82
2006-06-19,.,22.04,15.66
2006-06-20,.,21.03,16.18
2006-06-21,.,19.66,14.97
2006-06-22,.,20.81,14.07
2006-06-23,.,20.36,14.23
2006-06-26,.,20.83,14.50
2006-06-27,.,22.11,14.29
2006-06-28,.,21.45,15.13
2006-06-29,.,17.93,14.72
2006-06-30,.,17.89,12.04
2006-07-03,.,17.68,12.09
2006-07-04,.,.,.
2006-07-05,.,19.78,13.21
2006-07-06,.,19.80,12.61
2006-07-07,.,20.17,13.05
2006-07-10,.,20.82,13.03
2006-07-11,.,20.18,12.30
2006-07-12,.,22.07,13.57
2006-07-13,.,24.66,16.41
2006-07-14,.,24.62,17.17
2006-07-17,.,24.52,17.59
2006-07-18,.,23.89,16.84
2006-07-19,.,22.83,14.44
2006-07-20,.,23.22,15.40
2006-07-21,.,23.20,15.92
2006-07-24,.,21.78,14.38
2006-07-25,.,21.52,13.86
2006-07-26,.,20.69,13.65
2006-07-27,.,20.79,13.96
2006-07-28,.,19.26,13.47
2006-07-31,.,20.33,14.20
2006-08-01,.,21.38,14.23
2006-08-02,.,20.85,13.76
2006-08-03,.,21.12,13.59
2006-08-04,.,21.63,13.77
2006-08-07,.,22.87,14.37
2006-08-08,.,22.85,14.45
2006-08-09,.,21.60,14.80
2006-08-10,.,20.86,14.45
2006-08-11,.,20.06,13.83
2006-08-14,.,19.11,13.89
2006-08-15,.,18.49,13.18
2006-08-16,.,18.99,11.90
2006-08-17,.,18.96,11.88
2006-08-18,.,18.45,11.28
2006-08-21,.,19.87,11.76
2006-08-22,.,19.96,11.66
2006-08-23,.,20.29,11.86
2006-08-24,.,19.52,12.01
2006-08-25,.,16.98,11.86
2006-08-28,.,17.23,12.00
2006-08-29,.,17.29,11.97
2006-08-30,.,16.80,11.77
2006-08-31,.,17.39,12.00
2006-09-01,.,16.80,11.64
2006-09-04,.,.,.
2006-09-05,.,18.35,12.18
2006-09-06,.,20.19,13.18
2006-09-07,.,20.27,13.38
2006-09-08,.,19.82,12.76
2006-09-11,.,19.77,12.15
2006-09-12,.,18.26,11.42
2006-09-13,.,17.59,11.23
2006-09-14,.,17.49,10.94
2006-09-15,.,17.75,10.86
2006-09-18,.,18.45,11.18
2006-09-19,.,18.26,11.41
2006-09-20,.,18.45,10.94
2006-09-21,.,18.20,11.89
2006-09-22,.,18.23,12.07
2006-09-25,.,17.72,11.84
2006-09-26,.,17.66,11.12
2006-09-27,.,17.41,11.23
2006-09-28,.,17.26,11.52
2006-09-29,.,17.68,11.65
2006-10-02,.,19.44,12.25
2006-10-03,.,19.78,11.96
2006-10-04,.,18.53,11.65
2006-10-05,.,18.15,11.67
2006-10-06,.,17.97,11.25
2006-10-09,.,18.28,11.43
2006-10-10,.,18.86,11.37
2006-10-11,.,18.51,11.37
2006-10-12,.,17.66,10.92
2006-10-13,.,17.83,10.63
2006-10-16,.,18.45,10.77
2006-10-17,.,18.88,11.12
2006-10-18,.,18.09,11.05
2006-10-19,.,16.93,10.51
2006-10-20,.,16.70,10.00
2006-10-23,.,17.62,10.70
2006-10-24,.,17.25,10.57
2006-10-25,.,16.78,10.34
2006-10-26,.,16.59,10.29
2006-10-27,.,17.41,10.48
2006-10-30,.,17.99,10.81
2006-10-31,.,17.28,10.71
2006-11-01,.,17.98,11.14
2006-11-02,.,18.04,11.11
2006-11-03,.,17.23,10.94
2006-11-06,.,17.39,10.75
2006-11-07,.,17.51,10.80
2006-11-08,.,16.39,10.41
2006-11-09,.,16.66,10.78
2006-11-10,.,15.52,10.83
2006-11-13,.,16.20,10.72
2006-11-14,.,15.36,10.28
2006-11-15,.,15.40,9.89
2006-11-16,.,15.36,9.85
2006-11-17,.,15.33,9.77
2006-11-20,.,15.13,9.75
2006-11-21,.,15.02,9.60
2006-11-22,.,14.95,9.74
2006-11-23,.,.,.
2006-11-24,.,15.59,10.45
2006-11-27,.,17.60,11.96
2006-11-28,.,17.33,11.30
2006-11-29,.,16.78,10.68
2006-11-30,.,16.53,10.62
2006-12-01,.,16.60,11.32
2006-12-04,.,16.49,11.06
2006-12-05,.,16.20,10.98
2006-12-06,.,16.46,11.16
2006-12-07,.,17.93,12.01
2006-12-08,.,17.14,11.73
2006-12-11,.,15.54,10.63
2006-12-12,.,15.25,10.37
2006-12-13,.,14.90,9.81
2006-12-14,.,14.09,9.60
2006-12-15,.,15.15,9.86
2006-12-18,.,16.22,10.10
2006-12-19,.,16.55,9.85
2006-12-20,.,16.07,9.77
2006-12-21,.,16.41,10.06
2006-12-22,.,17.20,10.86
2006-12-25,.,.,.
2006-12-26,.,17.44,10.90
2006-12-27,.,16.46,10.24
2006-12-28,.,16.32,10.32
2006-12-29,.,16.23,11.08
2007-01-01,.,.,.
2007-01-02,.,.,.
2007-01-03,.,17.50,11.67
2007-01-04,.,16.99,11.09
2007-01-05,.,17.90,11.83
2007-01-08,.,18.35,11.66
2007-01-09,.,17.89,11.50
2007-01-10,.,17.25,11.24
2007-01-11,.,17.02,10.37
2007-01-12,.,16.56,9.82
2007-01-15,.,.,.
2007-01-16,.,17.28,10.33
2007-01-17,.,16.92,10.13
2007-01-18,.,17.63,10.21
2007-01-19,.,16.81,9.77
2007-01-22,.,17.65,10.32
2007-01-23,.,17.34,9.80
2007-01-24,.,16.61,9.38
2007-01-25,.,17.63,10.63
2007-01-26,.,17.52,10.33
2007-01-29,.,18.16,10.90
2007-01-30,.,17.98,10.44
2007-01-31,.,17.19,10.02
2007-02-01,.,17.11,9.72
2007-02-02,.,16.43,9.56
2007-02-05,.,16.84,9.97
2007-02-06,.,16.61,9.95
2007-02-07,.,16.17,9.66
2007-02-08,.,16.14,9.84
2007-02-09,.,17.11,10.40
2007-02-12,.,17.34,10.98
2007-02-13,.,15.83,9.50
2007-02-14,.,15.37,9.39
2007-02-15,.,15.27,9.72
2007-02-16,.,14.83,9.28
2007-02-19,.,.,.
2007-02-20,.,15.77,9.53
2007-02-21,.,15.38,9.48
2007-02-22,.,15.30,9.62
2007-02-23,.,15.32,9.85
2007-02-26,.,15.98,10.45
2007-02-27,.,22.97,17.72
2007-02-28,.,20.53,14.89
2007-03-01,.,21.51,15.00
2007-03-02,.,23.66,17.41
2007-03-05,.,24.61,19.08
2007-03-06,.,21.19,15.31
2007-03-07,.,20.56,14.45
2007-03-08,.,19.79,13.67
2007-03-09,.,18.94,13.11
2007-03-12,.,18.52,13.12
2007-03-13,.,22.04,16.45
2007-03-14,.,19.77,15.88
2007-03-15,.,18.79,14.39
2007-03-16,.,19.60,15.33
2007-03-19,.,18.38,13.68
2007-03-20,.,17.60,12.25
2007-03-21,.,17.20,11.04
2007-03-22,.,16.77,11.56
2007-03-23,.,17.17,11.72
2007-03-26,.,17.00,11.88
2007-03-27,.,17.20,12.48
2007-03-28,.,18.56,13.89
2007-03-29,.,18.53,13.87
2007-03-30,.,18.24,13.18
2007-04-02,.,18.60,13.33
2007-04-03,.,17.69,12.35
2007-04-04,.,17.10,12.12
2007-04-05,.,16.75,11.76
2007-04-06,.,.,.
2007-04-09,.,17.77,11.96
2007-04-10,.,17.02,11.53
2007-04-11,.,17.74,12.36
2007-04-12,.,17.42,11.71
2007-04-13,.,16.84,11.17
2007-04-16,.,16.44,10.74
2007-04-17,.,16.08,10.78
2007-04-18,.,16.29,11.01
2007-04-19,.,16.30,11.54
2007-04-20,.,15.71,11.07
2007-04-23,.,16.38,11.91
2007-04-24,.,16.37,12.03
2007-04-25,.,16.36,12.08
2007-04-26,.,15.97,11.63
2007-04-27,.,15.46,11.49
2007-04-30,.,17.26,13.11
2007-05-01,.,16.94,12.46
2007-05-02,.,16.70,12.31
2007-05-03,.,16.60,12.37
2007-05-04,.,16.59,12.25
2007-05-07,.,16.98,12.60
2007-05-08,.,17.06,12.67
2007-05-09,.,16.29,12.22
2007-05-10,.,17.38,13.14
2007-05-11,.,16.09,12.28
2007-05-14,.,16.83,13.20
2007-05-15,.,17.09,13.15
2007-05-16,.,16.31,12.84
2007-05-17,.,16.75,13.03
2007-05-18,.,15.91,12.15
2007-05-21,.,16.03,12.61
2007-05-22,.,16.07,12.44
2007-05-23,.,16.93,12.56
2007-05-24,.,18.02,13.43
2007-05-25,.,17.07,12.66
2007-05-28,.,.,.
2007-05-29,.,17.57,12.71
2007-05-30,.,16.84,12.14
2007-05-31,.,16.86,12.44
2007-06-01,.,16.58,12.34
2007-06-04,.,16.59,12.78
2007-06-05,.,16.44,12.87
2007-06-06,.,17.20,14.25
2007-06-07,.,19.30,16.25
2007-06-08,.,17.12,14.25
2007-06-11,.,16.29,14.05
2007-06-12,.,17.70,15.60
2007-06-13,.,15.81,13.72
2007-06-14,.,15.43,12.82
2007-06-15,.,15.94,12.94
2007-06-18,.,15.86,12.63
2007-06-19,.,15.53,12.00
2007-06-20,.,16.68,14.03
2007-06-21,.,16.21,13.24
2007-06-22,.,17.29,15.03
2007-06-25,.,18.07,15.65
2007-06-26,.,19.59,17.54
2007-06-27,.,17.36,14.68
2007-06-28,.,16.91,14.69
2007-06-29,.,17.86,15.17
2007-07-02,.,17.00,14.41
2007-07-03,.,16.70,14.02
2007-07-04,.,.,.
2007-07-05,.,17.09,14.57
2007-07-06,.,16.52,13.82
2007-07-09,.,17.08,13.98
2007-07-10,.,18.61,16.26
2007-07-11,.,17.54,15.26
2007-07-12,.,17.25,14.18
2007-07-13,.,16.44,14.08
2007-07-16,.,16.55,14.49
2007-07-17,.,16.95,14.52
2007-07-18,.,16.77,14.86
2007-07-19,.,16.55,14.14
2007-07-20,.,17.49,15.52
2007-07-23,.,17.85,15.45
2007-07-24,.,19.31,17.07
2007-07-25,.,18.92,16.57
2007-07-26,.,19.50,19.39
2007-07-27,.,23.18,22.42
2007-07-30,.,20.76,19.66
2007-07-31,.,23.55,21.97
2007-08-01,.,23.78,21.90
2007-08-02,.,21.24,19.69
2007-08-03,.,24.42,22.63
2007-08-06,.,22.43,20.61
2007-08-07,.,21.08,19.91
2007-08-08,.,20.97,19.51
2007-08-09,.,26.23,24.62
2007-08-10,.,26.84,26.06
2007-08-13,.,24.57,23.99
2007-08-14,.,24.97,25.94
2007-08-15,.,27.97,28.66
2007-08-16,.,29.03,28.69
2007-08-17,.,27.04,26.57
2007-08-20,.,25.20,24.22
2007-08-21,.,23.67,23.00
2007-08-22,.,22.00,20.70
2007-08-23,.,22.03,20.20
2007-08-24,.,20.69,18.57
2007-08-27,.,22.63,20.22
2007-08-28,.,25.90,23.72
2007-08-29,.,23.61,21.27
2007-08-30,.,25.38,22.46
2007-08-31,.,24.53,21.47
2007-09-03,.,.,.
2007-09-04,.,24.51,20.13
2007-09-05,.,27.15,22.28
2007-09-06,.,26.64,21.74
2007-09-07,.,29.22,24.05
2007-09-10,.,29.94,24.95
2007-09-11,.,27.52,22.89
2007-09-12,.,28.02,23.05
2007-09-13,.,27.44,22.41
2007-09-14,.,26.96,22.32
2007-09-17,.,28.74,23.96
2007-09-18,.,23.28,18.43
2007-09-19,.,22.51,17.64
2007-09-20,.,21.97,18.03
2007-09-21,.,20.71,16.72
2007-09-24,.,20.83,17.04
2007-09-25,.,20.80,16.44
2007-09-26,.,20.59,15.46
2007-09-27,.,20.59,15.05
2007-09-28,.,21.01,16.06
2007-10-01,.,21.09,15.98
2007-10-02,.,21.26,16.83
2007-10-03,.,21.55,17.05
2007-10-04,.,21.46,16.88
2007-10-05,.,19.77,15.41
2007-10-08,.,20.25,15.96
2007-10-09,.,19.42,14.87
2007-10-10,.,19.73,15.48
2007-10-11,.,22.42,17.70
2007-10-12,.,21.20,16.43
2007-10-15,.,23.46,18.01
2007-10-16,.,23.56,18.35
2007-10-17,.,22.02,17.19
2007-10-18,.,22.14,17.12
2007-10-19,.,25.94,21.10
2007-10-22,.,25.26,20.45
2007-10-23,.,24.13,19.04
2007-10-24,.,24.80,19.67
2007-10-25,.,25.77,19.72
2007-10-26,.,25.01,18.24
2007-10-29,.,25.83,18.46
2007-10-30,.,26.36,19.58
2007-10-31,.,23.11,17.45
2007-11-01,.,26.26,21.48
2007-11-02,.,24.83,20.98
2007-11-05,.,26.10,22.42
2007-11-06,.,23.91,20.15
2007-11-07,.,27.14,24.22
2007-11-08,.,29.61,23.82
2007-11-09,.,32.52,25.93
2007-11-12,.,34.94,26.93
2007-11-13,.,29.71,22.41
2007-11-14,.,31.32,23.71
2007-11-15,.,32.91,25.58
2007-11-16,.,28.79,23.04
2007-11-19,.,30.11,23.66
2007-11-20,.,29.89,22.75
2007-11-21,.,30.55,23.98
2007-11-22,.,.,.
2007-11-23,.,30.49,23.41
2007-11-26,.,33.43,26.17
2007-11-27,.,30.76,24.16
2007-11-28,.,28.83,22.16
2007-11-29,.,28.27,21.69
2007-11-30,.,28.65,20.77
2007-12-03,.,29.63,21.37
2007-12-04,24.65,28.85,21.37
2007-12-05,23.33,26.91,20.37
2007-12-06,22.10,24.89,19.07
2007-12-07,22.18,23.75,18.83
2007-12-10,21.93,24.39,18.91
2007-12-11,24.12,26.46,21.16
2007-12-12,23.29,25.97,20.71
2007-12-13,23.52,25.52,20.71
2007-12-14,24.21,25.91,21.09
2007-12-17,25.53,27.89,22.25
2007-12-18,24.67,26.79,20.75
2007-12-19,23.81,24.88,19.70
2007-12-20,22.87,23.15,18.86
2007-12-21,21.50,20.90,16.69
2007-12-24,21.14,21.42,16.81
2007-12-25,.,.,.
2007-12-26,20.93,21.32,16.96
2007-12-27,22.05,22.46,18.29
2007-12-28,22.56,23.63,18.89
2007-12-31,23.31,25.90,20.70
2008-01-01,.,.,.
2008-01-02,23.60,27.14,21.19
2008-01-03,22.81,26.59,20.56
2008-01-04,23.69,28.62,22.26
2008-01-07,23.22,29.39,21.67
2008-01-08,25.49,30.77,23.40
2008-01-09,24.50,28.18,22.04
2008-01-10,23.95,27.78,21.44
2008-01-11,24.50,28.82,21.87
2008-01-14,23.67,28.08,21.27
2008-01-15,24.39,27.48,21.50
2008-01-16,24.36,28.87,22.17
2008-01-17,26.44,31.16,26.08
2008-01-18,25.99,30.23,25.51
2008-01-21,.,.,.
2008-01-22,27.39,35.63,28.28
2008-01-23,26.25,34.02,26.11
2008-01-24,26.00,32.22,25.23
2008-01-25,26.86,33.81,26.76
2008-01-28,25.97,32.56,25.09
2008-01-29,25.65,32.85,24.74
2008-01-30,26.08,31.80,24.92
2008-01-31,25.21,31.08,23.82
2008-02-01,24.11,28.25,21.77
2008-02-04,25.36,30.46,23.40
2008-02-05,26.99,32.44,25.72
2008-02-06,27.61,32.68,26.24
2008-02-07,26.74,31.56,25.26
2008-02-08,27.06,30.08,25.73
2008-02-11,26.67,29.09,24.50
2008-02-12,26.11,28.22,23.54
2008-02-13,25.29,25.35,22.07
2008-02-14,25.47,26.52,22.71
2008-02-15,25.44,26.69,22.60
2008-02-18,.,.,.
2008-02-19,25.47,27.99,23.26
2008-02-20,24.67,27.09,22.33
2008-02-21,25.09,26.92,23.15
2008-02-22,24.40,26.30,21.75
2008-02-25,23.93,26.67,20.75
2008-02-26,23.11,25.95,19.85
2008-02-27,23.69,25.06,20.38
2008-02-28,24.29,26.60,21.25
2008-02-29,26.39,28.44,24.30
2008-03-03,26.08,29.47,24.57
2008-03-04,25.76,28.26,23.95
2008-03-05,24.91,27.52,22.89
2008-03-06,27.00,29.99,25.62
2008-03-07,27.11,29.25,25.55
2008-03-10,28.33,31.38,27.12
2008-03-11,26.09,28.56,24.42
2008-03-12,27.37,30.05,24.82
2008-03-13,27.18,29.86,25.09
2008-03-14,29.36,32.01,28.62
2008-03-17,29.58,32.99,29.81
2008-03-18,26.01,28.45,24.44
2008-03-19,28.78,31.28,27.52
2008-03-20,27.29,29.05,24.67
2008-03-21,.,.,.
2008-03-24,25.96,28.69,23.77
2008-03-25,26.18,29.07,23.74
2008-03-26,26.61,29.75,24.09
2008-03-27,26.28,29.55,23.90
2008-03-28,26.24,28.87,23.84
2008-03-31,25.64,29.04,23.78
2008-04-01,23.61,26.56,21.10
2008-04-02,24.30,27.27,21.53
2008-04-03,24.12,26.93,21.63
2008-04-04,23.52,25.60,20.79
2008-04-07,23.20,26.19,20.77
2008-04-08,23.07,26.03,20.56
2008-04-09,23.55,26.61,21.11
2008-04-10,23.06,25.77,20.29
2008-04-11,24.19,27.54,21.67
2008-04-14,24.41,28.28,22.21
2008-04-15,23.70,27.46,21.19
2008-04-16,21.82,25.55,18.94
2008-04-17,21.75,24.20,19.04
2008-04-18,21.37,23.58,18.33
2008-04-21,21.46,24.09,18.54
2008-04-22,21.80,24.54,19.03
2008-04-23,21.58,25.06,18.55
2008-04-24,21.18,23.72,18.11
2008-04-25,20.58,23.34,17.70
2008-04-28,20.41,23.65,17.96
2008-04-29,20.82,23.87,18.68
2008-04-30,21.25,24.41,19.00
2008-05-01,19.78,22.72,17.41
2008-05-02,19.53,21.39,16.55
2008-05-05,20.02,22.43,17.25
2008-05-06,19.75,21.88,16.87
2008-05-07,20.96,23.51,18.09
2008-05-08,20.88,23.18,17.70
2008-05-09,20.87,23.48,17.92
2008-05-12,20.24,22.46,16.37
2008-05-13,20.15,21.50,16.46
2008-05-14,20.00,21.47,16.24
2008-05-15,19.28,20.13,15.00
2008-05-16,19.57,20.00,15.00
2008-05-19,19.84,21.09,15.63
2008-05-20,20.81,21.37,16.37
2008-05-21,22.11,22.96,17.45
2008-05-22,21.52,22.49,16.95
2008-05-23,22.51,23.36,18.37
2008-05-26,.,.,.
2008-05-27,22.16,22.99,18.29
2008-05-28,21.66,22.24,17.82
2008-05-29,20.80,21.28,16.96
2008-05-30,20.53,20.85,16.61
2008-06-02,21.72,22.88,18.40
2008-06-03,22.11,23.89,18.98
2008-06-04,22.59,24.01,19.49
2008-06-05,21.08,22.85,17.67
2008-06-06,24.20,26.04,21.73
2008-06-09,23.85,26.70,21.57
2008-06-10,23.84,26.58,21.50
2008-06-11,24.32,27.32,22.19
2008-06-12,23.70,27.40,21.54
2008-06-13,22.60,25.30,19.71
2008-06-16,22.43,25.02,19.44
2008-06-17,22.48,24.70,19.60
2008-06-18,23.55,25.80,21.06
2008-06-19,22.84,24.80,20.13
2008-06-20,23.57,26.75,21.58
2008-06-23,23.30,27.53,21.20
2008-06-24,23.21,28.14,21.02
2008-06-25,22.32,26.39,19.91
2008-06-26,24.31,29.06,22.92
2008-06-27,23.93,28.67,22.41
2008-06-30,23.77,29.76,22.69
2008-07-01,23.67,28.73,22.48
2008-07-02,25.02,30.92,24.51
2008-07-03,24.42,29.85,23.25
2008-07-04,.,.,.
2008-07-07,24.75,30.38,24.24
2008-07-08,23.06,28.43,21.76
2008-07-09,24.36,30.27,24.05
2008-07-10,24.39,30.45,24.16
2008-07-11,25.52,31.67,25.92
2008-07-14,25.88,33.20,26.94
2008-07-15,25.97,33.01,26.96
2008-07-16,24.56,30.13,23.45
2008-07-17,24.37,29.87,23.14
2008-07-18,23.80,30.49,22.26
2008-07-21,23.18,29.69,21.50
