"date","aret","aret_l1","aret_l5","aret_l22","vol_l1","vol_l5","vol_l22","hml_l1","hml_l5","hml_l22","vxv_l1","vxv_l5","vxv_l22","vxn_l1","vxn_l5","vxn_l22","vxd_l1","vxd_l5","vxd_l22"
"2018-01-05",2.36670049451462,0.371112303696464,0.473718807018617,0.714562266379592,11.6622639134768,13.9005336362805,25.8774862278571,1.33000183105469,1.07800140380859,1.4768180847168,12.24,12.604,12.6431818181818,13.97,14.672,14.055,10.09,10.882,11.4945454545455
"2018-01-08",0.403006393583372,2.36670049451462,0.889255441981387,0.684614725573689,9.58539513917458,15.4293119346438,24.6454875418016,2.58000183105469,1.40800170898438,1.39045472578569,12.06,12.464,12.5754545454545,13.48,14.444,13.8481818181818,10.21,10.72,11.3190909090909
"2018-01-09",0.192898984893741,0.403006393583372,0.912053256757908,0.654534025604454,25.4432357385637,14.9410343327072,23.7657803904241,2.41000366210938,1.71600189208985,1.38000037453391,12.15,12.276,12.5122727272727,13.84,14.076,13.6990909090909,10.52,10.468,11.1686363636364
"2018-01-10",0.109210162047901,0.192898984893741,0.864865593681685,0.614999423181112,1.48681944278444,12.2960956398863,21.6856291396849,1.30999755859375,1.7520004272461,1.35272771661932,12.41,12.236,12.465,14.63,14.016,13.6045454545455,10.91,10.44,11.0627272727273
"2018-01-11",0.720238664349715,0.109210162047901,0.688585667747219,0.551720259912024,13.2252460425148,12.2805920553029,22.1970652667872,1.59000396728516,1.84400177001953,1.3359094099565,12.36,12.244,12.4390909090909,15.28,14.24,13.5781818181818,10.66,10.478,10.9722727272727
"2018-01-12",0.20835771849157,0.720238664349715,0.758410939877869,0.535756378353805,22.4837173246401,14.4448827375355,23.0915997157533,1.30000305175781,1.83800201416016,1.3590913252397,12.16,12.228,12.4254545454545,14.77,14.4,13.5940909090909,10.54,10.568,10.9204545454545
"2018-01-16",0.249510669899511,0.20835771849157,0.32674238467326,0.535933346618264,6.85440137983395,13.8986839856674,23.3693430465784,0.639999389648438,1.45000152587891,1.3340915333141,12.2,12.256,12.4218181818182,14.57,14.618,13.6840909090909,10.9,10.706,10.9140909090909
"2018-01-17",1.31205714624132,0.249510669899511,0.296043239936488,0.503396138166202,45.4955783372528,17.9091525054052,24.7576877767499,2.02999877929688,1.37400054931641,1.34772768887607,13.23,12.472,12.4559090909091,16.34,15.118,13.8422727272727,12.58,11.118,10.9672727272727
"2018-01-18",0.922118563629137,1.31205714624132,0.519874872206003,0.557021246886641,9.68049696327675,19.5478880095037,24.8383300040341,1.43000030517578,1.39800109863281,1.3590913252397,13.25,12.64,12.49,16.2,15.432,13.9995454545455,12.99,11.534,11.0422727272727
"2018-01-19",0.333578449569849,0.922118563629137,0.68245655252225,0.583263980129566,8.04517125223363,18.5118730514474,24.3245641278165,1.16999816894531,1.31399993896484,1.3590913252397,13.58,12.884,12.5254545454545,16.95,15.766,14.2068181818182,12.95,11.992,11.1036363636364
"2018-01-22",1.3196924554296,0.333578449569849,0.605124509566277,0.562342086813858,4.85321441168978,14.9857724688574,22.2152720424271,1.73000335693359,1.4,1.35545522516424,13.04,13.06,12.5690909090909,16.17,16.046,14.4018181818182,12.07,12.298,11.1718181818182
"2018-01-23",0.257055274543383,1.3196924554296,0.827391456953883,0.611532373080591,12.5612914494042,16.1271504827714,20.0427022900504,1.93000030517578,1.65800018310547,1.37500069358132,12.99,13.218,12.6109090909091,16.29,16.39,14.5727272727273,12.58,12.634,11.2163636363636
"2018-01-24",0.0802684398154341,0.257055274543383,0.828900377882658,0.566420386496266,49.8378909784474,16.9956130110103,21.7344960052247,1.30000305175781,1.51200103759765,1.3795464255593,13.22,13.216,12.6431818181818,16.75,16.472,14.7513636363636,12.76,12.67,11.2759090909091
"2018-01-25",0.536490621933261,0.0802684398154341,0.582542636597481,0.569258994392168,12.2695708759897,17.5134277935529,21.1925169063863,1.73999786376953,1.5740005493164,1.40818266435103,13.53,13.272,12.6959090909091,17.9,16.812,14.9840909090909,13.02,12.676,11.3868181818182
"2018-01-26",0.874604868522333,0.536490621933261,0.505417048258305,0.581903015467354,10.9175677769423,18.0879070984947,20.064164738238,0.840003967285156,1.50800170898437,1.41091017289595,13.68,13.292,12.7563636363636,18.25,17.072,15.2386363636364,13.22,12.73,11.4695454545455
"2018-01-29",1.17853014358342,0.874604868522333,0.613622332048802,0.610349390452424,24.5762221319133,22.0325086425394,19.5480038813957,1.6199951171875,1.48600006103516,1.44545537775213,13.46,13.376,12.8004545454545,17.52,17.342,15.465,12.73,12.862,11.5704545454545
"2018-01-30",1.03867760013712,1.17853014358342,0.585389869679567,0.651834750669147,11.020345042107,21.7243193610799,18.0056823717754,2.18999481201172,1.53799896240234,1.48272774436257,14.99,13.776,12.9081818181818,19.22,17.928,15.7186363636364,14.89,13.324,11.7513636363636
"2018-01-31",0.54886316267666,1.03867760013712,0.741714334798314,0.657799576649017,26.4712993299231,17.0510010313751,16.5595514453679,1.45000457763672,1.56799926757813,1.48409167203036,15.83,14.298,13.0527272727273,20.35,18.648,15.9940909090909,15.64,13.9,11.9809090909091
"2018-02-01",1.19226132188288,0.54886316267666,0.835433279370559,0.669610751329739,10.5464077927458,16.7063684147263,16.9506834519764,1.44000244140625,1.50800018310547,1.50727358731357,14.9,14.572,13.15,19.65,18.998,16.2227272727273,14.67,14.23,12.1468181818182
