"date","aret","aret_l1","aret_l5","aret_l22","vol_l1","vol_l5","vol_l22","hml_l1","hml_l5","hml_l22","vxv_l1","vxv_l5","vxv_l22","vxn_l1","vxn_l5","vxn_l22","vxd_l1","vxd_l5","vxd_l22"
"2018-01-05",1.32230524435855,1.31151905338447,0.988683405208199,0.936432561610453,15.4896152401403,26.7146949380264,27.9346597755864,1.89000701904297,1.46800079345703,1.74909071488814,12.24,12.604,12.6431818181818,13.97,14.672,14.055,10.09,10.882,11.4945454545455
"2018-01-08",0.70059673682481,1.32230524435855,1.22588584874707,0.81887420581521,29.8533209772694,26.9223997337348,26.3738320085929,1.10000610351562,1.58000183105469,1.57590935446999,12.06,12.464,12.5754545454545,13.48,14.444,13.8481818181818,10.21,10.72,11.3190909090909
"2018-01-09",0.266043826452389,0.70059673682481,1.25674865311252,0.812640238522205,13.8207516398721,27.9945370396658,24.5573035499679,1.56999969482422,1.702001953125,1.51181827891957,12.15,12.276,12.5122727272727,13.84,14.076,13.6990909090909,10.52,10.468,11.1686363636364
"2018-01-10",0.321171727709579,0.266043826452389,0.887951962715352,0.725162940904298,11.8388857623842,17.8587715089608,24.4024559267235,1.08999633789062,1.43400115966797,1.40999984741211,12.41,12.236,12.465,14.63,14.016,13.6045454545455,10.91,10.44,11.0627272727273
"2018-01-11",0.27535014757083,0.321171727709579,0.784327317745959,0.689253845575501,5.89359385216124,15.3792334943654,23.9488474403804,1.25999450683594,1.38200073242187,1.39909050681374,12.36,12.244,12.4390909090909,15.28,14.24,13.5781818181818,10.66,10.478,10.9722727272727
"2018-01-12",1.03949372239791,0.27535014757083,0.577093536583231,0.674170161499782,16.3990559958908,15.5611216455155,24.388470487796,0.730003356933594,1.15,1.33499977805398,12.16,12.228,12.4254545454545,14.77,14.4,13.5940909090909,10.54,10.568,10.9204545454545
"2018-01-16",1.23215989165661,1.03949372239791,0.520531232191104,0.673338205116091,44.9439077670466,18.579239003471,25.444246340237,1.79999542236328,1.28999786376953,1.35545418479226,12.2,12.256,12.4218181818182,14.57,14.618,13.6840909090909,10.9,10.706,10.9140909090909
"2018-01-17",1.05057652822387,1.23215989165661,0.626843863157465,0.691359343356732,0.715755679116903,15.9582398113199,23.96332727217,3.20999908447266,1.61799774169922,1.42045419866389,13.23,12.472,12.4559090909091,16.34,15.118,13.8422727272727,12.58,11.118,10.9672727272727
"2018-01-18",1.55992265896003,1.05057652822387,0.78375040351176,0.727289957606474,30.8246197045925,19.7553865997616,24.7233623274634,1.14999389648438,1.62999725341797,1.43227213079279,13.25,12.64,12.49,16.2,15.432,13.9995454545455,12.99,11.534,11.0422727272727
"2018-01-19",0.143049901348391,1.55992265896003,1.03150058976185,0.785095243290228,10.182298669838,20.6131275632969,24.7624747326832,1.94999694824219,1.76799774169922,1.46363587812944,13.58,12.884,12.5254545454545,16.95,15.766,14.2068181818182,12.95,11.992,11.1036363636364
