"date","aret","aret_l1","aret_l5","aret_l22","vol_l1","vol_l5","vol_l22","hml_l1","hml_l5","hml_l22","vxv_l1","vxv_l5","vxv_l22","vxn_l1","vxn_l5","vxn_l22","vxd_l1","vxd_l5","vxd_l22"
"2018-01-05",0.511342341274101,1.3879048872063,0.715008124864998,0.89535618973316,14.5642258972918,27.6504347673075,30.5842261539418,5.39999389648438,3.58999938964844,4.11590992320668,12.24,12.604,12.6431818181818,13.97,14.672,14.055,10.09,10.882,11.4945454545455
"2018-01-08",1.46260314200317,0.511342341274101,0.774345245525705,0.887663901504283,0.444196253651086,24.0071951209597,28.9699576538617,3.79998779296875,3.96999816894531,4.06636394153942,12.06,12.464,12.5754545454545,13.48,14.444,13.8481818181818,10.21,10.72,11.3190909090909
"2018-01-09",0.842321342147301,1.46260314200317,0.930731438694288,0.911876435852561,12.5108731919434,13.2924120467925,28.2893302243051,3.55999755859375,3.93399963378906,4.04909099232067,12.15,12.276,12.5122727272727,13.84,14.076,13.6990909090909,10.52,10.468,11.1686363636364
"2018-01-10",0.153473323154873,0.842321342147301,1.02788387765544,0.906389915224868,10.8823968374768,13.2815160679471,28.4181449235595,2.98001098632812,3.73200073242188,4.05045526677912,12.41,12.236,12.465,14.63,14.016,13.6045454545455,10.91,10.44,11.0627272727273
"2018-01-11",0.314071334532162,0.153473323154873,0.87152900715715,0.86538410371059,10.4290668179754,9.76615179966771,28.2808965984844,2.79998779296875,3.70799560546875,3.94681826504794,12.36,12.244,12.4390909090909,15.28,14.24,13.5781818181818,10.66,10.478,10.9722727272727
"2018-01-12",0.74194050218237,0.314071334532162,0.656762296622322,0.847043797777072,18.9287550461867,10.6390576294467,27.7391624592745,2.91999816894531,3.21199645996094,3.92136383056641,12.16,12.228,12.4254545454545,14.77,14.4,13.5940909090909,10.54,10.568,10.9204545454545
"2018-01-16",0.554816062476338,0.74194050218237,0.702881928803976,0.876772753073242,16.2279468861069,13.7958077559378,27.2454589652235,3.20999145507812,3.09399719238281,3.94727256081321,12.2,12.256,12.4218181818182,14.57,14.618,13.6840909090909,10.9,10.706,10.9140909090909
"2018-01-17",1.87855124599317,0.554816062476338,0.521324512898609,0.766820076779309,44.4854095456995,20.190715026689,25.4452922209623,5.3699951171875,3.45599670410156,3.84999916770242,13.23,12.472,12.4559090909091,16.34,15.118,13.8422727272727,12.58,11.118,10.9672727272727
"2018-01-18",1.06218568746179,1.87855124599317,0.728570493667782,0.814657259526622,66.0811271873266,31.230461096659,28.4252922328342,13.1600036621094,5.49199523925782,4.22363558682529,13.25,12.64,12.49,16.2,15.432,13.9995454545455,12.99,11.534,11.0422727272727
"2018-01-19",2.03125167567393,1.06218568746179,0.910312966529165,0.861515213347828,54.6370522971701,40.0720581924979,30.737076968006,3.93998718261719,5.7199951171875,4.21772627397017,13.58,12.884,12.5254545454545,16.95,15.766,14.2068181818182,12.95,11.992,11.1036363636364
"2018-01-22",2.08647061607969,2.03125167567393,1.25374903475752,0.923874155280629,7.08862409582895,37.7040320024264,28.992674808314,5.88002014160156,6.31199951171875,4.29363597523083,13.04,13.06,12.5690909090909,16.17,16.046,14.4018181818182,12.07,12.298,11.1718181818182
"2018-01-23",0.548313233774511,2.08647061607969,1.52265505753698,0.968619525079115,12.5577307383201,36.9699887728691,26.297629327373,7.67999267578125,7.20599975585938,4.51363580877131,12.99,13.218,12.6109090909091,16.29,16.39,14.5727272727273,12.58,12.634,11.2163636363636
"2018-01-24",2.12648769921433,0.548313233774511,1.52135449179662,0.931236194112873,27.3830207542806,33.5495110145853,26.8165270631937,3.41000366210938,6.81400146484376,4.4131816517223,13.22,13.216,12.6431818181818,16.75,16.472,14.7513636363636,12.76,12.67,11.2759090909091
"2018-01-25",1.25304725593791,2.12648769921433,1.57094178244085,1.0047953201594,7.4671591604238,21.8267174092047,26.8495798844222,5.48001098632812,5.2780029296875,4.45590972900391,13.53,13.272,12.6959090909091,17.9,16.812,14.9840909090909,13.02,12.676,11.3868181818182
"2018-01-26",0.331366172353142,1.25304725593791,1.60911409613608,0.959071577994074,15.851230450547,14.0695530398801,25.3596264174403,5.489990234375,5.58800354003906,4.44136394153942,13.68,13.292,12.7563636363636,18.25,17.072,15.2386363636364,13.22,12.73,11.4695454545455
"2018-01-29",1.60559898636894,0.331366172353142,1.26913699547192,0.938467994140209,35.7551405352789,19.8028563277701,24.8799105821319,2.95001220703125,5.002001953125,4.37454570423473,13.46,13.376,12.8004545454545,17.52,17.342,15.465,12.73,12.862,11.5704545454545
"2018-01-30",1.307699013533,1.60559898636894,1.17296266952977,0.989456506480701,9.3292171490182,19.1571536099097,23.0852223490333,4.98001098632812,4.46200561523437,4.45545473965732,14.99,13.776,12.9081818181818,19.22,17.928,15.7186363636364,14.89,13.324,11.7513636363636
"2018-01-31",0.391176003824789,1.307699013533,1.32483982548147,1.01757182993117,2.27482266812657,14.1355139926789,22.2993610659954,4.8900146484375,4.7580078125,4.56590964577415,15.83,14.298,13.0527272727273,20.35,18.648,15.9940909090909,15.64,13.9,11.9809090909091
"2018-02-01",1.60708534848917,0.391176003824789,0.977777486403557,1.02559543292454,6.7781061768958,13.9977033959733,21.7592570519729,3.67001342773438,4.39600830078125,4.64636507901279,14.9,14.572,13.15,19.65,18.998,16.2227272727273,14.67,14.23,12.1468181818182
