"date","aret","aret_l1","aret_l5","aret_l22","vol_l1","vol_l5","vol_l22","hml_l1","hml_l5","hml_l22","vxv_l1","vxv_l5","vxv_l22","vxn_l1","vxn_l5","vxn_l22","vxd_l1","vxd_l5","vxd_l22"
"2018-01-05",1.13207787450693,0.463422318240925,0.724739331190474,0.656575056945712,27.4392449006044,23.14976324483,26.6203969195489,0.347499847412109,0.48800048828125,0.506704330444336,12.24,12.604,12.6431818181818,13.97,14.672,14.055,10.09,10.882,11.4945454545455
"2018-01-08",0.372080404229358,1.13207787450693,0.89496465843391,0.674693043887296,5.31814485658373,18.8972012087752,25.9516765878005,0.579998016357422,0.535499572753906,0.499090714888139,12.06,12.464,12.5754545454545,13.48,14.444,13.8481818181818,10.21,10.72,11.3190909090909
"2018-01-09",0.0114774800156425,0.372080404229358,0.751929502877706,0.687321153305391,14.0059112476791,12.5797228277066,25.7982179490878,0.420001983642578,0.551000213623047,0.48272705078125,12.15,12.276,12.5122727272727,13.84,14.076,13.6990909090909,10.52,10.468,11.1686363636364
"2018-01-10",0.0229589127638707,0.0114774800156425,0.399296739777251,0.670930279049011,4.82255533919513,13.1997442534811,25.8206827553427,0.412498474121094,0.481499481201172,0.458977092396129,12.41,12.236,12.465,14.63,14.016,13.6045454545455,10.91,10.44,11.0627272727273
"2018-01-11",0.566421319836463,0.0229589127638707,0.400403397951345,0.663644001902831,10.4429300150432,12.4057572718211,25.8110177736736,0.325000762939453,0.416999816894531,0.456363504583185,12.36,12.244,12.4390909090909,15.28,14.24,13.5781818181818,10.66,10.478,10.9722727272727
"2018-01-12",1.02731917594592,0.566421319836463,0.421003198270453,0.688048566169013,24.9586841938086,11.909645130462,26.5153584917578,0.25,0.397499847412109,0.442954496903853,12.16,12.228,12.4254545454545,14.77,14.4,13.5940909090909,10.54,10.568,10.9204545454545
"2018-01-16",0.509514885778195,1.02731917594592,0.40005145855825,0.647033486426811,30.8666760994235,17.0193513790299,26.044203672007,0.427501678466797,0.367000579833984,0.415795412930575,12.2,12.256,12.4218181818182,14.57,14.618,13.6840909090909,10.9,10.706,10.9140909090909
"2018-01-17",1.63816522631688,0.509514885778195,0.427538354868018,0.644584998841447,15.1160151537784,17.2413721602498,24.0158711868597,0.8125,0.445500183105469,0.44215913252397,13.23,12.472,12.4559090909091,16.34,15.118,13.8422727272727,12.58,11.118,10.9672727272727
"2018-01-18",0.089285316208132,1.63816522631688,0.752875904128265,0.703980455532955,15.1051099599638,19.2978830844035,23.771961590664,1.04499816894531,0.572000122070312,0.472159125588157,13.25,12.64,12.49,16.2,15.432,13.9995454545455,12.99,11.534,11.0422727272727
"2018-01-19",0.447289513710825,0.089285316208132,0.766141184817117,0.706719611829441,9.74662358329219,19.1586217980533,23.5278058258267,0.462501525878906,0.599500274658203,0.476363615556197,13.58,12.884,12.5254545454545,16.95,15.766,14.2068181818182,12.95,11.992,11.1036363636364
"2018-01-22",0.821469058147573,0.447289513710825,0.74231482359199,0.681096564841616,3.87262802613613,14.9414105645188,20.6409928490575,0.542499542236328,0.658000183105468,0.481590964577415,13.04,13.06,12.5690909090909,16.17,16.046,14.4018181818182,12.07,12.298,11.1718181818182
"2018-01-23",0.0225799566151874,0.821469058147573,0.701144800032321,0.654868919077556,17.9081793521451,12.3497112150631,20.0395877365443,0.294998168945312,0.631499481201171,0.468409104780717,12.99,13.218,12.6109090909091,16.29,16.39,14.5727272727273,12.58,12.634,11.2163636363636
"2018-01-24",1.60566040028023,0.0225799566151874,0.603757814199719,0.607197611530325,18.7190668285577,13.070321550019,20.5729930237983,0.654998779296875,0.599999237060546,0.483409014615145,13.22,13.216,12.6431818181818,16.75,16.472,14.7513636363636,12.76,12.67,11.2759090909091
"2018-01-25",1.80121832296307,1.60566040028023,0.597256848992389,0.675232353099982,44.6842607532854,18.9861517086833,21.8954184442094,1.02500152587891,0.595999908447266,0.505340922962536,13.53,13.272,12.6959090909091,17.9,16.812,14.9840909090909,13.02,12.676,11.3868181818182
"2018-01-26",0.233467851742475,1.80121832296307,0.939643450343377,0.73993330688603,20.7492318161115,21.1866733552472,22.3211666595505,1.10499954223633,0.724499511718751,0.533750013871627,13.68,13.292,12.7563636363636,18.25,17.072,15.2386363636364,13.22,12.73,11.4695454545455
"2018-01-29",2.09158876967832,0.233467851742475,0.896879117949707,0.750545481965234,5.91703714125735,21.5955551782714,21.4631107402219,0.485000610351562,0.712999725341798,0.545340971513228,13.46,13.376,12.8004545454545,17.52,17.342,15.465,12.73,12.862,11.5704545454545
"2018-01-30",0.59113176894745,2.09158876967832,1.15090306025586,0.728812105443466,25.7528069737745,23.1644807025973,19.4158663567091,0.772499084472656,0.808499908447267,0.560113560069691,14.99,13.776,12.9081818181818,19.22,17.928,15.7186363636364,14.89,13.324,11.7513636363636
"2018-01-31",0.275100002167417,0.59113176894745,1.26461342272231,0.754881949710859,9.50610027094001,21.3218873910738,17.8745808106875,0.667499542236328,0.811000061035157,0.578295447609641,15.83,14.298,13.0527272727273,20.35,18.648,15.9940909090909,15.64,13.9,11.9809090909091
"2018-02-01",0.208820756637307,0.275100002167417,0.998501343099747,0.754615984432571,34.9098026264578,19.3669957657082,18.253164792033,0.485000610351562,0.702999877929688,0.584772630171342,14.9,14.572,13.15,19.65,18.998,16.2227272727273,14.67,14.23,12.1468181818182
